,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
10,10,2021-10-02,Sat,Premier League,Matchweek 7,Home,D 0–0,Burnley,Norwich City,Y,FW,33,0,0,0,0,1.0,1.0,0,0,11.0,1.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,3.0,4.0,75.0,0.0,5.0,0.0,2.0,1.0,/en/matches/9231df9a/Burnley-Norwich-City-October-2-2021-Premier-League,0.5,0.5
11,11,2021-10-08,Fri,WCQ,First round,Home,D 2–2,cz Czech Republic,wls Wales,N,,15,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/3f2e2218/Czech-Republic-Wales-October-8-2021-WCQ----UEFA-M,0.5,0.6666666666666666
12,12,2021-10-11,Mon,WCQ,First round,Away,W 2–0,cz Czech Republic,by Belarus,Y,AM,45,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/53681893/Belarus-Czech-Republic-October-11-2021-WCQ----UEFA-M,1.0,0.5
13,13,2021-10-23,Sat,Premier League,Matchweek 9,Away,D 2–2,Burnley,Southampton,N,FW,1,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,/en/matches/d5164fbe/Southampton-Burnley-October-23-2021-Premier-League,0.5,0.6666666666666666
14,14,2021-10-27,Wed,EFL Cup,Fourth round,Home,L 0–1,Burnley,Tottenham,Y,FW,59,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/fb218c5e/Burnley-Tottenham-Hotspur-October-27-2021-EFL-Cup,0.0,0.6666666666666666
15,15,2021-10-30,Sat,Premier League,Matchweek 10,Home,W 3–1,Burnley,Brentford,N,FW,23,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,5.0,0.0,1.0,1.0,/en/matches/c8915e9e/Burnley-Brentford-October-30-2021-Premier-League,1.0,0.5
16,16,2021-11-06,Sat,Premier League,Matchweek 11,Away,D 1–1,Burnley,Chelsea,N,"FW,RM",21,1,0,0,0,2.0,1.0,0,0,6.0,0.0,0.0,1.0,0.6,0.6,0.0,0.0,0.0,2.0,3.0,66.7,1.0,3.0,0.0,0.0,0.0,/en/matches/316c0296/Chelsea-Burnley-November-6-2021-Premier-League,0.5,0.5
17,17,2021-11-11,Thu,Friendlies (M),Friendlies (M),Home,W 7–0,cz Czech Republic,kw Kuwait,N,,30,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/317816d6/Czech-Republic-Kuwait-November-11-2021-Friendlies-M,1.0,0.5
18,18,2021-11-16,Tue,WCQ,First round,Home,W 2–0,cz Czech Republic,ee Estonia,Y,FW,68,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/972f544a/Czech-Republic-Estonia-November-16-2021-WCQ----UEFA-M,1.0,0.8333333333333334
19,19,2021-11-20,Sat,Premier League,Matchweek 12,Home,D 3–3,Burnley,Crystal Palace,N,FW,7,0,0,0,0,1.0,1.0,0,0,2.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,/en/matches/e7ab34c4/Burnley-Crystal-Palace-November-20-2021-Premier-League,0.5,0.8333333333333334
20,20,2021-12-01,Wed,Premier League,Matchweek 14,Away,D 0–0,Burnley,Wolves,N,FW,19,0,0,0,0,0.0,0.0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,50.0,0.0,5.0,0.0,0.0,0.0,/en/matches/a3fc2ddc/Wolverhampton-Wanderers-Burnley-December-1-2021-Premier-League,0.5,0.8333333333333334
21,21,2021-12-04,Sat,Premier League,Matchweek 15,Away,L 0–1,Burnley,Newcastle Utd,N,FW,59,0,0,0,0,1.0,0.0,0,0,9.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,4.0,4.0,100.0,0.0,8.0,0.0,0.0,0.0,/en/matches/11ed382d/Newcastle-United-Burnley-December-4-2021-Premier-League,0.0,0.6666666666666666
22,22,2021-12-12,Sun,Premier League,Matchweek 16,Home,D 0–0,Burnley,West Ham,N,FW,31,0,0,0,0,1.0,0.0,0,0,11.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,2.0,5.0,40.0,0.0,7.0,0.0,2.0,2.0,/en/matches/6d236ce6/Burnley-West-Ham-United-December-12-2021-Premier-League,0.5,0.3333333333333333
23,23,2021-12-30,Thu,Premier League,Matchweek 20,Away,L 1–3,Burnley,Manchester Utd,N,FW,17,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,3.0,0.0,0.0,0.0,/en/matches/bbfa96c9/Manchester-United-Burnley-December-30-2021-Premier-League,0.0,0.3333333333333333
24,24,2022-01-02,Sun,Premier League,Matchweek 21,Away,L 1–3,Burnley,Leeds United,N,FW,7,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,/en/matches/cff8022b/Leeds-United-Burnley-January-2-2022-Premier-League,0.0,0.16666666666666666
25,25,2022-01-23,Sun,Premier League,Matchweek 23,Away,D 0–0,Burnley,Arsenal,Y,FW,90,0,0,0,0,1.0,0.0,0,0,22.0,3.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,10.0,15.0,66.7,2.0,12.0,1.0,1.0,1.0,/en/matches/845ec84d/Arsenal-Burnley-January-23-2022-Premier-League,0.5,0.16666666666666666
26,26,2022-04-02,Sat,PL2 — Div. 2,Matchweek 24,Home,W 2–1,Burnley,Southampton,Y,FW,62,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b7eb4f83/Burnley-U23-Southampton-U23-April-2-2022-Premier-League-2----Division-2,1.0,0.16666666666666666
27,27,2022-04-06,Wed,Premier League,Matchweek 19,Home,W 3–2,Burnley,Everton,N,FW,11,0,1,0,0,1.0,0.0,0,0,8.0,0.0,0.0,0.0,0.1,0.1,0.5,1.0,1.0,3.0,3.0,100.0,0.0,3.0,1.0,2.0,0.0,/en/matches/8ee025e7/Burnley-Everton-April-6-2022-Premier-League,1.0,0.5
28,28,2022-04-10,Sun,Premier League,Matchweek 32,Away,L 0–2,Burnley,Norwich City,N,FW,35,0,0,0,0,1.0,0.0,0,0,10.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,3.0,5.0,60.0,0.0,6.0,0.0,0.0,0.0,/en/matches/8574aaf3/Norwich-City-Burnley-April-10-2022-Premier-League,0.0,0.8333333333333334
29,29,2022-04-17,Sun,Premier League,Matchweek 33,Away,D 1–1,Burnley,West Ham,N,FW,12,0,0,0,0,0.0,0.0,0,0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,7.0,0.0,0.0,0.0,/en/matches/f3a245c8/West-Ham-United-Burnley-April-17-2022-Premier-League,0.5,0.6666666666666666
30,30,2022-04-21,Thu,Premier League,Matchweek 30,Home,W 2–0,Burnley,Southampton,N,FW,13,0,0,0,0,0.0,0.0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/73ef622b/Burnley-Southampton-April-21-2022-Premier-League,1.0,0.5
31,31,2022-04-24,Sun,Premier League,Matchweek 34,Home,W 1–0,Burnley,Wolves,Y,"FW,LM",70,1,0,0,0,2.0,2.0,1,0,23.0,5.0,0.0,1.0,0.6,0.6,0.0,1.0,0.0,8.0,12.0,66.7,1.0,16.0,0.0,0.0,0.0,/en/matches/99d0fee1/Burnley-Wolverhampton-Wanderers-April-24-2022-Premier-League,1.0,0.5
32,32,2022-04-30,Sat,Premier League,Matchweek 35,Away,W 2–1,Burnley,Watford,Y,FW,89,0,1,0,0,3.0,1.0,0,0,32.0,1.0,0.0,1.0,0.3,0.3,0.1,2.0,1.0,15.0,21.0,71.4,2.0,15.0,0.0,2.0,0.0,/en/matches/81ac72d8/Watford-Burnley-April-30-2022-Premier-League,1.0,0.8333333333333334
